raceId,year,round,circuitId,name,date,time,url,positionPointsRace
611,1973,7,47,Swedish Grand Prix,17-06-1973,\N,http://en.wikipedia.org/wiki/1973_Swedish_Grand_Prix,6
612,1973,8,34,French Grand Prix,01-07-1973,\N,http://en.wikipedia.org/wiki/1973_French_Grand_Prix,6
613,1973,9,9,British Grand Prix,14-07-1973,\N,http://en.wikipedia.org/wiki/1973_British_Grand_Prix,6
614,1973,10,39,Dutch Grand Prix,29-07-1973,\N,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix,6
615,1973,11,20,German Grand Prix,05-08-1973,\N,http://en.wikipedia.org/wiki/1973_German_Grand_Prix,6
616,1973,12,23,Austrian Grand Prix,19-08-1973,\N,http://en.wikipedia.org/wiki/1973_Austrian_Grand_Prix,6
617,1973,13,14,Italian Grand Prix,09-09-1973,\N,http://en.wikipedia.org/wiki/1973_Italian_Grand_Prix,6
618,1973,14,48,Canadian Grand Prix,23-09-1973,\N,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix,6
619,1973,15,46,United States Grand Prix,07-10-1973,\N,http://en.wikipedia.org/wiki/1973_United_States_Grand_Prix,6
590,1974,1,25,Argentine Grand Prix,13-01-1974,\N,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix,6
591,1974,2,18,Brazilian Grand Prix,27-01-1974,\N,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix,6
592,1974,3,30,South African Grand Prix,30-03-1974,\N,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix,6
593,1974,4,45,Spanish Grand Prix,28-04-1974,\N,http://en.wikipedia.org/wiki/1974_Spanish_Grand_Prix,6
594,1974,5,50,Belgian Grand Prix,12-05-1974,\N,http://en.wikipedia.org/wiki/1974_Belgian_Grand_Prix,6
595,1974,6,6,Monaco Grand Prix,26-05-1974,\N,http://en.wikipedia.org/wiki/1974_Monaco_Grand_Prix,6
596,1974,7,47,Swedish Grand Prix,09-06-1974,\N,http://en.wikipedia.org/wiki/1974_Swedish_Grand_Prix,6
597,1974,8,39,Dutch Grand Prix,23-06-1974,\N,http://en.wikipedia.org/wiki/1974_Dutch_Grand_Prix,6
598,1974,9,41,French Grand Prix,07-07-1974,\N,http://en.wikipedia.org/wiki/1974_French_Grand_Prix,6
599,1974,10,38,British Grand Prix,20-07-1974,\N,http://en.wikipedia.org/wiki/1974_British_Grand_Prix,6
600,1974,11,20,German Grand Prix,04-08-1974,\N,http://en.wikipedia.org/wiki/1974_German_Grand_Prix,6
601,1974,12,23,Austrian Grand Prix,18-08-1974,\N,http://en.wikipedia.org/wiki/1974_Austrian_Grand_Prix,6
602,1974,13,14,Italian Grand Prix,08-09-1974,\N,http://en.wikipedia.org/wiki/1974_Italian_Grand_Prix,6
603,1974,14,48,Canadian Grand Prix,22-09-1974,\N,http://en.wikipedia.org/wiki/1974_Canadian_Grand_Prix,6
604,1974,15,46,United States Grand Prix,06-10-1974,\N,http://en.wikipedia.org/wiki/1974_United_States_Grand_Prix,6
576,1975,1,25,Argentine Grand Prix,12-01-1975,\N,http://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix,6
577,1975,2,18,Brazilian Grand Prix,26-01-1975,\N,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix,6
578,1975,3,30,South African Grand Prix,01-03-1975,\N,http://en.wikipedia.org/wiki/1975_South_African_Grand_Prix,6
579,1975,4,49,Spanish Grand Prix,27-04-1975,\N,http://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,6
580,1975,5,6,Monaco Grand Prix,11-05-1975,\N,http://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,6
581,1975,6,40,Belgian Grand Prix,25-05-1975,\N,http://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix,6
582,1975,7,47,Swedish Grand Prix,08-06-1975,\N,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix,6
583,1975,8,39,Dutch Grand Prix,22-06-1975,\N,http://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix,6
584,1975,9,34,French Grand Prix,06-07-1975,\N,http://en.wikipedia.org/wiki/1975_French_Grand_Prix,6
585,1975,10,9,British Grand Prix,19-07-1975,\N,http://en.wikipedia.org/wiki/1975_British_Grand_Prix,6
586,1975,11,20,German Grand Prix,03-08-1975,\N,http://en.wikipedia.org/wiki/1975_German_Grand_Prix,6
587,1975,12,23,Austrian Grand Prix,17-08-1975,\N,http://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix,6
588,1975,13,14,Italian Grand Prix,07-09-1975,\N,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix,6
589,1975,14,46,United States Grand Prix,05-10-1975,\N,http://en.wikipedia.org/wiki/1975_United_States_Grand_Prix,6
560,1976,1,18,Brazilian Grand Prix,25-01-1976,\N,http://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,6
561,1976,2,30,South African Grand Prix,06-03-1976,\N,http://en.wikipedia.org/wiki/1976_South_African_Grand_Prix,6
562,1976,3,43,United States Grand Prix West,28-03-1976,\N,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West,6
563,1976,4,45,Spanish Grand Prix,02-05-1976,\N,http://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix,6
564,1976,5,40,Belgian Grand Prix,16-05-1976,\N,http://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix,6
565,1976,6,6,Monaco Grand Prix,30-05-1976,\N,http://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix,6
566,1976,7,47,Swedish Grand Prix,13-06-1976,\N,http://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix,6
567,1976,8,34,French Grand Prix,04-07-1976,\N,http://en.wikipedia.org/wiki/1976_French_Grand_Prix,6
568,1976,9,38,British Grand Prix,18-07-1976,\N,http://en.wikipedia.org/wiki/1976_British_Grand_Prix,6
569,1976,10,20,German Grand Prix,01-08-1976,\N,http://en.wikipedia.org/wiki/1976_German_Grand_Prix,6
570,1976,11,23,Austrian Grand Prix,15-08-1976,\N,http://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix,6
571,1976,12,39,Dutch Grand Prix,29-08-1976,\N,http://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix,6
572,1976,13,14,Italian Grand Prix,12-09-1976,\N,http://en.wikipedia.org/wiki/1976_Italian_Grand_Prix,6
573,1976,14,48,Canadian Grand Prix,03-10-1976,\N,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,6
574,1976,15,46,United States Grand Prix,10-10-1976,\N,http://en.wikipedia.org/wiki/1976_United_States_Grand_Prix,6
575,1976,16,16,Japanese Grand Prix,24-10-1976,\N,http://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,6
543,1977,1,25,Argentine Grand Prix,09-01-1977,\N,http://en.wikipedia.org/wiki/1977_Argentine_Grand_Prix,6
544,1977,2,18,Brazilian Grand Prix,23-01-1977,\N,http://en.wikipedia.org/wiki/1977_Brazilian_Grand_Prix,6
545,1977,3,30,South African Grand Prix,05-03-1977,\N,http://en.wikipedia.org/wiki/1977_South_African_Grand_Prix,6
546,1977,4,43,United States Grand Prix West,03-04-1977,\N,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix_West,6
547,1977,5,45,Spanish Grand Prix,08-05-1977,\N,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix,6
548,1977,6,6,Monaco Grand Prix,22-05-1977,\N,http://en.wikipedia.org/wiki/1977_Monaco_Grand_Prix,6
549,1977,7,40,Belgian Grand Prix,05-06-1977,\N,http://en.wikipedia.org/wiki/1977_Belgian_Grand_Prix,6
550,1977,8,47,Swedish Grand Prix,19-06-1977,\N,http://en.wikipedia.org/wiki/1977_Swedish_Grand_Prix,6
551,1977,9,41,French Grand Prix,03-07-1977,\N,http://en.wikipedia.org/wiki/1977_French_Grand_Prix,6
552,1977,10,9,British Grand Prix,16-07-1977,\N,http://en.wikipedia.org/wiki/1977_British_Grand_Prix,6
553,1977,11,10,German Grand Prix,31-07-1977,\N,http://en.wikipedia.org/wiki/1977_German_Grand_Prix,6
554,1977,12,23,Austrian Grand Prix,14-08-1977,\N,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix,6
555,1977,13,39,Dutch Grand Prix,28-08-1977,\N,http://en.wikipedia.org/wiki/1977_Dutch_Grand_Prix,6
556,1977,14,14,Italian Grand Prix,11-09-1977,\N,http://en.wikipedia.org/wiki/1977_Italian_Grand_Prix,6
557,1977,15,46,United States Grand Prix,02-10-1977,\N,http://en.wikipedia.org/wiki/1977_United_States_Grand_Prix,6
558,1977,16,48,Canadian Grand Prix,09-10-1977,\N,http://en.wikipedia.org/wiki/1977_Canadian_Grand_Prix,6
559,1977,17,16,Japanese Grand Prix,23-10-1977,\N,http://en.wikipedia.org/wiki/1977_Japanese_Grand_Prix,6
527,1978,1,25,Argentine Grand Prix,15-01-1978,\N,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix,6
528,1978,2,36,Brazilian Grand Prix,29-01-1978,\N,http://en.wikipedia.org/wiki/1978_Brazilian_Grand_Prix,6
529,1978,3,30,South African Grand Prix,04-03-1978,\N,http://en.wikipedia.org/wiki/1978_South_African_Grand_Prix,6
530,1978,4,43,United States Grand Prix West,02-04-1978,\N,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix_West,6
531,1978,5,6,Monaco Grand Prix,07-05-1978,\N,http://en.wikipedia.org/wiki/1978_Monaco_Grand_Prix,6
532,1978,6,40,Belgian Grand Prix,21-05-1978,\N,http://en.wikipedia.org/wiki/1978_Belgian_Grand_Prix,6
533,1978,7,45,Spanish Grand Prix,04-06-1978,\N,http://en.wikipedia.org/wiki/1978_Spanish_Grand_Prix,6
534,1978,8,47,Swedish Grand Prix,17-06-1978,\N,http://en.wikipedia.org/wiki/1978_Swedish_Grand_Prix,6
535,1978,9,34,French Grand Prix,02-07-1978,\N,http://en.wikipedia.org/wiki/1978_French_Grand_Prix,6
536,1978,10,38,British Grand Prix,16-07-1978,\N,http://en.wikipedia.org/wiki/1978_British_Grand_Prix,6
537,1978,11,10,German Grand Prix,30-07-1978,\N,http://en.wikipedia.org/wiki/1978_German_Grand_Prix,6
538,1978,12,23,Austrian Grand Prix,13-08-1978,\N,http://en.wikipedia.org/wiki/1978_Austrian_Grand_Prix,6
539,1978,13,39,Dutch Grand Prix,27-08-1978,\N,http://en.wikipedia.org/wiki/1978_Dutch_Grand_Prix,6
540,1978,14,14,Italian Grand Prix,10-09-1978,\N,http://en.wikipedia.org/wiki/1978_Italian_Grand_Prix,6
541,1978,15,46,United States Grand Prix,01-10-1978,\N,http://en.wikipedia.org/wiki/1978_United_States_Grand_Prix,6
542,1978,16,7,Canadian Grand Prix,08-10-1978,\N,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix,6
512,1979,1,25,Argentine Grand Prix,21-01-1979,\N,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix,6
513,1979,2,18,Brazilian Grand Prix,04-02-1979,\N,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix,6
514,1979,3,30,South African Grand Prix,03-03-1979,\N,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix,6
515,1979,4,43,United States Grand Prix West,08-04-1979,\N,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West,6
516,1979,5,45,Spanish Grand Prix,29-04-1979,\N,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix,6
517,1979,6,40,Belgian Grand Prix,13-05-1979,\N,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix,6
518,1979,7,6,Monaco Grand Prix,27-05-1979,\N,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix,6
519,1979,8,41,French Grand Prix,01-07-1979,\N,http://en.wikipedia.org/wiki/1979_French_Grand_Prix,6
520,1979,9,9,British Grand Prix,14-07-1979,\N,http://en.wikipedia.org/wiki/1979_British_Grand_Prix,6
521,1979,10,10,German Grand Prix,29-07-1979,\N,http://en.wikipedia.org/wiki/1979_German_Grand_Prix,6
522,1979,11,23,Austrian Grand Prix,12-08-1979,\N,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix,6
523,1979,12,39,Dutch Grand Prix,26-08-1979,\N,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix,6
524,1979,13,14,Italian Grand Prix,09-09-1979,\N,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix,6
525,1979,14,7,Canadian Grand Prix,30-09-1979,\N,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix,6
526,1979,15,46,United States Grand Prix,07-10-1979,\N,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix,6
498,1980,1,25,Argentine Grand Prix,13-01-1980,\N,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix,6
499,1980,2,18,Brazilian Grand Prix,27-01-1980,\N,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix,6
500,1980,3,30,South African Grand Prix,01-03-1980,\N,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix,6
501,1980,4,43,United States Grand Prix West,30-03-1980,\N,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West,6
502,1980,5,40,Belgian Grand Prix,04-05-1980,\N,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix,6
503,1980,6,6,Monaco Grand Prix,18-05-1980,\N,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix,6
504,1980,7,34,French Grand Prix,29-06-1980,\N,http://en.wikipedia.org/wiki/1980_French_Grand_Prix,6
505,1980,8,38,British Grand Prix,13-07-1980,\N,http://en.wikipedia.org/wiki/1980_British_Grand_Prix,6
506,1980,9,10,German Grand Prix,10-08-1980,\N,http://en.wikipedia.org/wiki/1980_German_Grand_Prix,6
507,1980,10,23,Austrian Grand Prix,17-08-1980,\N,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix,6
508,1980,11,39,Dutch Grand Prix,31-08-1980,\N,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix,6
509,1980,12,21,Italian Grand Prix,14-09-1980,\N,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix,6
510,1980,13,7,Canadian Grand Prix,28-09-1980,\N,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix,6
511,1980,14,46,United States Grand Prix,05-10-1980,\N,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix,6
483,1981,1,43,United States Grand Prix West,15-03-1981,\N,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West,6
484,1981,2,36,Brazilian Grand Prix,29-03-1981,\N,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix,6
485,1981,3,25,Argentine Grand Prix,12-04-1981,\N,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix,6
486,1981,4,21,San Marino Grand Prix,03-05-1981,\N,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix,6
487,1981,5,40,Belgian Grand Prix,17-05-1981,\N,http://en.wikipedia.org/wiki/1981_Belgian_Grand_Prix,6
488,1981,6,6,Monaco Grand Prix,31-05-1981,\N,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix,6
489,1981,7,45,Spanish Grand Prix,21-06-1981,\N,http://en.wikipedia.org/wiki/1981_Spanish_Grand_Prix,6
490,1981,8,41,French Grand Prix,05-07-1981,\N,http://en.wikipedia.org/wiki/1981_French_Grand_Prix,6
491,1981,9,9,British Grand Prix,18-07-1981,\N,http://en.wikipedia.org/wiki/1981_British_Grand_Prix,6
492,1981,10,10,German Grand Prix,02-08-1981,\N,http://en.wikipedia.org/wiki/1981_German_Grand_Prix,6
493,1981,11,23,Austrian Grand Prix,16-08-1981,\N,http://en.wikipedia.org/wiki/1981_Austrian_Grand_Prix,6
494,1981,12,39,Dutch Grand Prix,30-08-1981,\N,http://en.wikipedia.org/wiki/1981_Dutch_Grand_Prix,6
495,1981,13,14,Italian Grand Prix,13-09-1981,\N,http://en.wikipedia.org/wiki/1981_Italian_Grand_Prix,6
496,1981,14,7,Canadian Grand Prix,27-09-1981,\N,http://en.wikipedia.org/wiki/1981_Canadian_Grand_Prix,6
497,1981,15,44,Caesars Palace Grand Prix,17-10-1981,\N,http://en.wikipedia.org/wiki/1981_Caesars_Palace_Grand_Prix,6
467,1982,1,30,South African Grand Prix,23-01-1982,\N,http://en.wikipedia.org/wiki/1982_South_African_Grand_Prix,6
468,1982,2,36,Brazilian Grand Prix,21-03-1982,\N,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix,6
469,1982,3,43,United States Grand Prix West,04-04-1982,\N,http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West,6
470,1982,4,21,San Marino Grand Prix,25-04-1982,\N,http://en.wikipedia.org/wiki/1982_San_Marino_Grand_Prix,6
471,1982,5,40,Belgian Grand Prix,09-05-1982,\N,http://en.wikipedia.org/wiki/1982_Belgian_Grand_Prix,6
472,1982,6,6,Monaco Grand Prix,23-05-1982,\N,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix,6
473,1982,7,37,Detroit Grand Prix,06-06-1982,\N,http://en.wikipedia.org/wiki/1982_Detroit_Grand_Prix,6
474,1982,8,7,Canadian Grand Prix,13-06-1982,\N,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix,6
475,1982,9,39,Dutch Grand Prix,03-07-1982,\N,http://en.wikipedia.org/wiki/1982_Dutch_Grand_Prix,6
476,1982,10,38,British Grand Prix,18-07-1982,\N,http://en.wikipedia.org/wiki/1982_British_Grand_Prix,6
477,1982,11,34,French Grand Prix,25-07-1982,\N,http://en.wikipedia.org/wiki/1982_French_Grand_Prix,6
478,1982,12,10,German Grand Prix,08-08-1982,\N,http://en.wikipedia.org/wiki/1982_German_Grand_Prix,6
479,1982,13,23,Austrian Grand Prix,15-08-1982,\N,http://en.wikipedia.org/wiki/1982_Austrian_Grand_Prix,6
480,1982,14,41,Swiss Grand Prix,29-08-1982,\N,http://en.wikipedia.org/wiki/1982_Swiss_Grand_Prix,6
481,1982,15,14,Italian Grand Prix,12-09-1982,\N,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix,6
482,1982,16,44,Caesars Palace Grand Prix,25-09-1982,\N,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix,6
452,1983,1,36,Brazilian Grand Prix,13-03-1983,\N,http://en.wikipedia.org/wiki/1983_Brazilian_Grand_Prix,6
453,1983,2,43,United States Grand Prix West,27-03-1983,\N,http://en.wikipedia.org/wiki/1983_United_States_Grand_Prix_West,6
454,1983,3,34,French Grand Prix,17-04-1983,\N,http://en.wikipedia.org/wiki/1983_French_Grand_Prix,6
455,1983,4,21,San Marino Grand Prix,01-05-1983,\N,http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix,6
456,1983,5,6,Monaco Grand Prix,15-05-1983,\N,http://en.wikipedia.org/wiki/1983_Monaco_Grand_Prix,6
457,1983,6,13,Belgian Grand Prix,22-05-1983,\N,http://en.wikipedia.org/wiki/1983_Belgian_Grand_Prix,6
458,1983,7,37,Detroit Grand Prix,05-06-1983,\N,http://en.wikipedia.org/wiki/1983_Detroit_Grand_Prix,6
459,1983,8,7,Canadian Grand Prix,12-06-1983,\N,http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix,6
460,1983,9,9,British Grand Prix,16-07-1983,\N,http://en.wikipedia.org/wiki/1983_British_Grand_Prix,6
461,1983,10,10,German Grand Prix,07-08-1983,\N,http://en.wikipedia.org/wiki/1983_German_Grand_Prix,6
462,1983,11,23,Austrian Grand Prix,14-08-1983,\N,http://en.wikipedia.org/wiki/1983_Austrian_Grand_Prix,6
463,1983,12,39,Dutch Grand Prix,28-08-1983,\N,http://en.wikipedia.org/wiki/1983_Dutch_Grand_Prix,6
464,1983,13,14,Italian Grand Prix,11-09-1983,\N,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix,6
465,1983,14,38,European Grand Prix,25-09-1983,\N,http://en.wikipedia.org/wiki/1983_European_Grand_Prix,6
466,1983,15,30,South African Grand Prix,15-10-1983,\N,http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix,6
436,1984,1,36,Brazilian Grand Prix,25-03-1984,\N,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix,6
437,1984,2,30,South African Grand Prix,07-04-1984,\N,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix,6
438,1984,3,40,Belgian Grand Prix,29-04-1984,\N,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix,6
439,1984,4,21,San Marino Grand Prix,06-05-1984,\N,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix,6
440,1984,5,41,French Grand Prix,20-05-1984,\N,http://en.wikipedia.org/wiki/1984_French_Grand_Prix,6
441,1984,6,6,Monaco Grand Prix,03-06-1984,\N,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix,6
442,1984,7,7,Canadian Grand Prix,17-06-1984,\N,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,6
443,1984,8,37,Detroit Grand Prix,24-06-1984,\N,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix,6
444,1984,9,42,Dallas Grand Prix,08-07-1984,\N,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix,6
445,1984,10,38,British Grand Prix,22-07-1984,\N,http://en.wikipedia.org/wiki/1984_British_Grand_Prix,6
446,1984,11,10,German Grand Prix,05-08-1984,\N,http://en.wikipedia.org/wiki/1984_German_Grand_Prix,6
447,1984,12,23,Austrian Grand Prix,19-08-1984,\N,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix,6
448,1984,13,39,Dutch Grand Prix,26-08-1984,\N,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix,6
449,1984,14,14,Italian Grand Prix,09-09-1984,\N,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix,6
450,1984,15,20,European Grand Prix,07-10-1984,\N,http://en.wikipedia.org/wiki/1984_European_Grand_Prix,6
451,1984,16,27,Portuguese Grand Prix,21-10-1984,\N,http://en.wikipedia.org/wiki/1984_Portuguese_Grand_Prix,6
420,1985,1,36,Brazilian Grand Prix,07-04-1985,\N,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,6
421,1985,2,27,Portuguese Grand Prix,21-04-1985,\N,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,6
422,1985,3,21,San Marino Grand Prix,05-05-1985,\N,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix,6
423,1985,4,6,Monaco Grand Prix,19-05-1985,\N,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix,6
424,1985,5,7,Canadian Grand Prix,16-06-1985,\N,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,6
425,1985,6,37,Detroit Grand Prix,23-06-1985,\N,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,6
426,1985,7,34,French Grand Prix,07-07-1985,\N,http://en.wikipedia.org/wiki/1985_French_Grand_Prix,6
427,1985,8,9,British Grand Prix,21-07-1985,\N,http://en.wikipedia.org/wiki/1985_British_Grand_Prix,6
428,1985,9,20,German Grand Prix,04-08-1985,\N,http://en.wikipedia.org/wiki/1985_German_Grand_Prix,6
429,1985,10,23,Austrian Grand Prix,18-08-1985,\N,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix,6
430,1985,11,39,Dutch Grand Prix,25-08-1985,\N,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix,6
431,1985,12,14,Italian Grand Prix,08-09-1985,\N,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix,6
432,1985,13,13,Belgian Grand Prix,15-09-1985,\N,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix,6
433,1985,14,38,European Grand Prix,06-10-1985,\N,http://en.wikipedia.org/wiki/1985_European_Grand_Prix,6
434,1985,15,30,South African Grand Prix,19-10-1985,\N,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix,6
435,1985,16,29,Australian Grand Prix,03-11-1985,\N,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix,6
404,1986,1,36,Brazilian Grand Prix,23-03-1986,\N,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,6
405,1986,2,26,Spanish Grand Prix,13-04-1986,\N,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,6
406,1986,3,21,San Marino Grand Prix,27-04-1986,\N,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,6
407,1986,4,6,Monaco Grand Prix,11-05-1986,\N,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,6
408,1986,5,13,Belgian Grand Prix,25-05-1986,\N,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,6
409,1986,6,7,Canadian Grand Prix,15-06-1986,\N,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,6
410,1986,7,37,Detroit Grand Prix,22-06-1986,\N,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,6
411,1986,8,34,French Grand Prix,06-07-1986,\N,http://en.wikipedia.org/wiki/1986_French_Grand_Prix,6
412,1986,9,38,British Grand Prix,13-07-1986,\N,http://en.wikipedia.org/wiki/1986_British_Grand_Prix,6
413,1986,10,10,German Grand Prix,27-07-1986,\N,http://en.wikipedia.org/wiki/1986_German_Grand_Prix,6
414,1986,11,11,Hungarian Grand Prix,10-08-1986,\N,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,6
415,1986,12,23,Austrian Grand Prix,17-08-1986,\N,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,6
416,1986,13,14,Italian Grand Prix,07-09-1986,\N,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,6
417,1986,14,27,Portuguese Grand Prix,21-09-1986,\N,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,6
418,1986,15,32,Mexican Grand Prix,12-10-1986,\N,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,6
419,1986,16,29,Australian Grand Prix,26-10-1986,\N,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,6
388,1987,1,36,Brazilian Grand Prix,12-04-1987,\N,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,6
389,1987,2,21,San Marino Grand Prix,03-05-1987,\N,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,6
390,1987,3,13,Belgian Grand Prix,17-05-1987,\N,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,6
391,1987,4,6,Monaco Grand Prix,31-05-1987,\N,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,6
392,1987,5,37,Detroit Grand Prix,21-06-1987,\N,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,6
393,1987,6,34,French Grand Prix,05-07-1987,\N,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,6
394,1987,7,9,British Grand Prix,12-07-1987,\N,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,6
395,1987,8,10,German Grand Prix,26-07-1987,\N,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,6
396,1987,9,11,Hungarian Grand Prix,09-08-1987,\N,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,6
397,1987,10,23,Austrian Grand Prix,16-08-1987,\N,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,6
398,1987,11,14,Italian Grand Prix,06-09-1987,\N,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,6
399,1987,12,27,Portuguese Grand Prix,20-09-1987,\N,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,6
400,1987,13,26,Spanish Grand Prix,27-09-1987,\N,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,6
